source,url,title,content,verdict,label,date
KBS팩트체크K,https://news.kbs.co.kr/news/pc/view/view.do?ncd=7934085,[총선] 이재명 “간첩신고 113→224로?”…‘복면가왕’ 결방에 여권 우회 비판,"더불어민주당 이재명 대표는 MBC가 조국혁신당 총선 기호 ‘9번’을 연상시킬 수 있다며 ‘복면가왕’ 9주년 특집 방송을 결방하고 선거 이후에 방영하기로 한 데 대해 여권을 우회적으로 비판했습니다. 이 대표는 오늘(8일) 오전 자신의 페이스북에 “간첩 신고는 113에서 224로?”라는 짧은 글을 올렸습니다. 민주당 기호인 ‘1번’과 비례위성정당 더불어민주연합 기호인 ‘3번’으로 이뤄진 간첩신고 전화번호 ‘113’를, 국민의힘 기호인 ‘2번’과 비례위성정당 국민의미래 기호인 ‘4번’을 조합한 번호로 바꿔야 하는 것 아니냐고 비꼰 것으로 보입니다. 앞서 MBC는 방송 예정이었던 ‘복면가왕’ 9주년 특집 방송을 결방하고 총선 이후인 14일에 방영한다고 공지한 바 있습니다. 이 대표는 어제(7일) 경기 하남갑 지원 유세에서도 “참 기가 막힌 얘기를 들었다. 무슨 9주년 행사를 해야 하는데, 9자가 누구 기호와 같다고 안 하기로 했다고 한다. 그럼 1주년, 2주년 이런 것도 하면 안 된다”며 “정상인 나라가 아니다. 앞으로 이 상태가 계속되면 정말 나라가 망하게 생겼다”고 비판했습니다. [사진 출처 : 연합뉴스]",사실,0,2026-06-04
KBS팩트체크K,https://news.kbs.co.kr/news/pc/view/view.do?ncd=7921034,“중국 네티즌 규모 11억 명…인터넷 보급률 78%”,"중국에서 인터넷을 사용하는 인구 규모가 약 11억 명에 이르고, 인터넷 보급률은 80%에 육박한다고 중국 당국이 밝혔습니다. 중국 관영 신화통신 등에 따르면 중국 공업정보화부 산하 인터넷정보센터(CNNIC)는 22일 ‘제53차 중국 인터넷 발전 상황 통계보고서’를 통해 이같이 발표했습니다. 보고서에 따르면 지난해 12월 기준 중국 네티즌 수는 10억 9천200만 명으로, 직전 통계보다 2천480만 명 늘었습니다. 인터넷 보급률은 같은 기간 1.9%포인트 상승한 77.5%를 나타냈습니다. [사진 출처 : 연합뉴스·게티이미지]",사실,0,2026-06-04
KBS팩트체크K,https://news.kbs.co.kr/news/pc/view/view.do?ncd=7910287,"제천소방서, 전통시장 화재예방요원 배치","제천소방서가 오는 12월까지 중앙시장에 화재 예방 안전 관리 요원인 이른바 '세이프 가이드'를 배치합니다. 제천소방서가 위촉한 요원은 32년 경력의 퇴직 소방관으로, 중앙시장에서 소방 시설 점검과 화재 예방 순찰 등을 하게 됩니다. 전통시장 세이프 가이드는 인사혁신처의 '퇴직 공무원 사회공헌사업 공모'에 선정돼 전국 최초로 2020년 6월부터 충북 전통시장 9곳에서 추진되고 있습니다.",사실,0,2026-06-04
KBS팩트체크K,https://news.kbs.co.kr/news/pc/view/view.do?ncd=7898234,다음 달 4일 의대별 증원 신청 마감,"정부가 다음 달 4일까지 대학별 의대 증원 신청을 받고 규모를 확정하기로 했습니다. 교육부는 지난 22일 전국 40개 의과대학에 증원 신청 공문을 발송했다고 밝혔습니다. 이주호 교육부 장관은 ""현재 여건과 잠재력을 고려해 미래 의료 인재 양성을 위해 적극적으로 증원 신청을 해달라""고 말했습니다. 정원 배정 규모는 비수도권 의과대학을 중심으로 집중 배정하되 지역·필수 의료 지원 필요성 등도 종합적으로 고려하겠다고 설명했습니다.",사실,0,2026-06-04
KBS팩트체크K,https://news.kbs.co.kr/news/pc/view/view.do?ncd=7881029,중대재해법 확대 첫 사고…“안전수칙 안 지켰다”,"[앵커] 중대재해처벌법이 확대 시행된 뒤 처음으로 부산의 한 소규모 사업장에서 30대 노동자 작업 중 숨지는 사고가 발생했습니다. 작업 중에 기본적인 안전수칙도 지켜지지 않은 것으로 확인됐습니다. 강예슬 기자가 보도합니다. [리포트] 직원이 10명인 부산 기장군의 한 폐알루미늄 처리 업체. 폐기물을 옮기는 작업을 하던 30대 노동자가 집게차에 끼여 숨졌습니다. 집게차 운전자가 집게를 조종하다 해당 노동자를 보지 못해 사고가 난 것으로 추정됩니다. 50대 미만 사업장에도 중대재해처벌법을 적용하기로 한 가운데 노동청은 해당 업체에 대해 작업 중지 명령을 내리고  조사를 본격화하고 있습니다. 경찰도 CCTV 등을 확보해 분석하고 업체 관계자들을 상대로 진술 확보에 나섰습니다. 사업주는 ""작업 전에 안전교육을 시행했다""고 밝혔지만, 정작 작업 중에는 기본적인 안전수칙도 지켜지지 않은 것으로 드러났습니다. 숨진 노동자는 안전모도 착용하지 않았고, 산업안전보건법상 작성해야 하는 작업계획서나 지시서도 없었던 거로 확인됐습니다. 특히 집게차 작업을 할 땐, 주변에서 다른 일을 해선 안 되지만 이 지침도 지켜지지 않은 것으로 파악됐습니다. [고용노동부 관계자/음성변조 : ""하역 운반 기계에 접촉될 위험이 있으면 (접근을) 금지하도록 하는 안전 규칙이 있습니다.""] 또, 사고가 발생한 집게 차량의 불법 개조 여부 등도 조사 대상입니다. 노동청은  산업안전법 위반 사항과 중대재해처벌법 적용 여부를 검토하고 있습니다. 경찰은 조사 결과를 토대로 업무상 과실치사 혐의 등 입건 대상 등을 결정할 예정입니다. KBS 뉴스 강예슬입니다. 촬영기자:윤동욱",사실,0,2026-06-04
KBS팩트체크K,https://news.kbs.co.kr/news/pc/view/view.do?ncd=7860123,올해 입학생 없는 충북 초등학교 5곳,"충북 지역 초등학교 가운데 화당초, 판동초 등 다섯 학교는 올해 입학생이 단 한 명도 없는 것으로 집계됐습니다. 한송초와 회남초 등 10곳은 신입생이 1명에 그쳤습니다. 충청북도교육청은 올해 초등학교 의무 취학 예정자가 만 천여 명으로 지난해보다 2천 2백여 명 줄었고 앞으로도 꾸준히 감소할 것으로 내다봤습니다. 반면 취학 아동이 250명이 넘는 곳은 솔밭초와 복대초 등 모두 6곳입니다.",사실,0,2026-06-04
KBS팩트체크K,https://news.kbs.co.kr/news/pc/view/view.do?ncd=7834578,[간추린 뉴스] 이례적으로 징역 10년 외,"이어서 간추린 뉴스 전해드립니다. 먼저 음주운전 관련 판결 소식입니다. 이례적으로 징역 10년 음주운전을 하다 행인을 치어 숨지게 한 운전자에게 법원이 징역 10년을 선고했는데요. 양형 권고 기준을 넘어서는, 이례적인 중형 선고입니다. 지난 7월,  40대 운전자 A씨는 음주운전을 하다 인도로 돌진했습니다. 이 사고로 두 아이의 아빠인 B씨가 차에 치여 숨졌습니다. 1심 법원은 대법원의 양형 기준을 넘어서는 중형을 선고했는데요. 재판부는 아무런 잘못이 없는 피해자를 치어 위법성이 크고 사안이 중대하다고 판단했습니다. 눈물 속 마지막 배웅 화재 현장에서 80대 노부부를 대피시키고 순직한 고 임성철 소방장의 영결식이 오늘 엄수됐습니다. 유족과 동료들은 고인의 마지막 길을 눈물로 함께했습니다. 태극기로 감싼 관이 모습을 드러냅니다. 화염 속에서도 사명을 놓지 않았던 29살  고 임성철 소방장, 제주도장으로 엄수된 고인의 영결식은 유족과 동료 소방관 등 천여 명이 참석했습니다. [장영웅/동료 소방관 : ""성철아! 나는 지금도 너의 사고 소식을 받아들일 수가 없구나. 단지 우리는 여느 때처럼 도움이 필요한 한 생명에 충실하기 위해 달려갔을 뿐이었다.""] 고인에겐 1계급 특진과 함께 옥조근정훈장이 추서됐고, 고인은 제주호국원에서 영면에 들었습니다. 12년 만에 중국행 영국의 유일한 판다 한 쌍이 12년 만에 중국으로 돌아갔는데요. 중국이 전 세계에 대여한 판다가 속속 반환되고 있습니다. 2011년 영국에 도착한 양광과 톈톈, 큰 사랑을 받았던 12년 동안의 영국 생활이 이제 끝이 났습니다. 중국과 합의한 대여 기간은 10년이었지만, 코로나19로 2년 더 머물다 고향으로 돌아가게 된 겁니다. 판다는 서방 세계와 중국 간 우호를 상징하는 동물인데요. 내년에는 미국에 남아있는 판다 4마리도 모두 중국으로 돌아갑니다. 지금까지 간추린 뉴스였습니다.",사실,0,2026-06-04
KBS팩트체크K,https://news.kbs.co.kr/news/pc/view/view.do?ncd=7812349,[뉴스광장 헤드라인],"가자 시티 시가전 공식화…시위대 충돌, 1명 사망 이스라엘이 팔레스타인 가자지구에서 시가전 개시를 공식화했습니다. 미국 캘리포니아에선 이스라엘과 팔레스타인 지지 시위대가 충돌해 1명이 숨졌습니다. 전국 곳곳 입동 한파…낮부터 누그러져 입동인 오늘 영남 내륙에 한파주의보가 내려지는 등 어제보다 기온이 더 떨어져 전국 곳곳이 초겨울 날씨를 보이고 있습니다. 추위는 낮부터 누그러질 것으로 보입니다. 고속도 추돌사고로 15명 부상…고층아파트 불 어젯밤 경부고속도로에서 버스 4대와 승합차가 잇따라 부딪쳐 15명이 다쳤습니다. 경기 남양주에선 고층 아파트에 불이 나 주민들이 긴급대피했습니다. 어제는 급락…널뛰는 주가 공매도 금지가 시행된 첫날 급등했던 주식시장이 어제는 급락했습니다. 외국인이 순매도로 돌아섰고 이차전지 관련 종목도 대부분 내렸습니다. 김포시장 “서울 편입, 주민 의견 최대한 반영” 경기도 김포시의 서울 편입이 정국 현안으로 부상한 가운데 김병수 김포시장은 시민들에게 직접 서울 편입 필요성을 설명하면서 주민 의견을 최대한 반영하겠다고 밝혔습니다.",사실,0,2026-06-04
KBS팩트체크K,https://news.kbs.co.kr/news/pc/view/view.do?ncd=7790234,지난해 울산지역 고교생 354명 학교 그만둬,"지난해 울산에서 354명의 고등학생이 학교를 그만둔 것으로 나타났습니다. 더불어민주당 강득구 의원이 교육부에서 받은 자료에 따르면 지난해 울산지역의 고교 자퇴생은 354명으로 일반고 186명, 자율고 136명, 특목고 27명 등 입니다. 특히 자율고의 경우 2019년 13명이던 자퇴생이 지난해에는 136명으로 크게 늘었습니다.",사실,0,2026-06-04
KBS팩트체크K,https://news.kbs.co.kr/news/pc/view/view.do?ncd=7743210,"[최강시사] 이언주 “잼버리 사태, 전 정부 탓? 왜 이제까지 가만히 있었나”","- 홍준표 “이언주도 품어야”..칭찬 잘 안하는 분이 극찬 - 국민의힘 공천 살생부? “이준석계 있지만 나는 없었다” - 의원 배지 목표 있는 것 아니지만 좋은 당 만들고 싶어 - 산업화 정당 vs 민주화 정당, 이제 패러다임 벗어날 때 - 국민의힘 소속으로 출마? 공천 신청 자체도 자신 없어 - 잼버리, 전 정부 책임? 그럼 왜 이제까지 가만히 있었나 - 이재명 10월 사퇴설? 한다면 멋지게...이미 빛이 바랬다 ■ 인터뷰 자료의 저작권은 KBS 라디오에 있습니다. 인용보도 시 출처를 밝혀주시기 바랍니다. ■ 프로그램명 : 최경영의 최강시사 ■ 방송시간 : 8월 8일 (화) 07:20-08:57 KBS1R FM 97.3 MHz ■ 진행 : 최경영 기자 (KBS) ■ 출연 : 이언주 전 의원 (국민의힘) ▷ 최경영 : 답답한 정치 이슈를 팍팍 때려보는 시간입니다. <정치 펀치> 이언주 전 국민의힘 의원과 함께하겠습니다. 안녕하십니까? ▶ 이언주 : 안녕하세요? ▷ 최경영 : 지금 홍준표 대구시장이 ""똑똑하고 맑은 사람이다. 이언주 전 의원을 당에서 키워줬으면 한다."" 본인의 소통 채널을 통해서 똑똑하고 맑은 사람이라고 칭찬을 들은 기분은 어떠세요? 좋을 것 같은데. 똑똑하고 맑은 거면 좋은 거지, 뭐. ▶ 이언주 : 굉장히 좋은 표현이죠. 극찬이죠. 사실 홍준표 시장이 다른 사람 칭찬 잘 안 하시는 분이잖아요. ▷ 최경영 : 그러니까. 주로 디스만 하잖아요. ▶ 이언주 : 그러니까요. ▷ 최경영 : 왜 갑자기 어떻게, 언제 잘 보이셨던 적이 있습니까? ▶ 이언주 : 그거는 아니고 여기가 아마 이게 청년의 꿈이라고 커뮤니티, 청년들 커뮤니티인데 여기에서 아마 질문을 했나 봐요, 어떤 사람이. 아마 그 청년 중의 한 분이 이언주 의원께서 쓴소리 많이 하는데, 당에. 그런데 말하자면 살생부에 들어가 있는 것 아니냐. 그러면 홍 시장 어떻게 생각하시냐, 이렇게 물어봤을 거예요. 거기에 대한 답이죠. ▷ 최경영 : 답이 똑똑하고 맑은 사람이니까 당에서 키워줬으면 한다. 그런데 그 살생부에 있었습니까? 혹시 지금 뭐 떠도는 게 있죠? ▶ 이언주 : 실제 저는 뭐 떠도는 거 봤는데 그게 떠도는 게 그 살생부면 거기에 저는 없었어요. ▷ 최경영 : 또 다른 살생부가 있을 수도 있기는 하지만. ▶ 이언주 : 그렇죠. 그런데 그거는 제가 본 적이 없고요. ▷ 최경영 : 그리고 모든 살생부가 거짓일 수도 있고요. ▶ 이언주 : 사실 뭐 누가 만드는지 모르니까요. 이제 거기는 이준석계, 유승민계 이렇게 비주류는 그 부류, 그 부류를... ▷ 최경영 : 그쪽은 싹 안 된다? 당협위원장. ▶ 이언주 : 거의 대부분 뭐 그렇게 해 놨더라고요. 거기 일부는 또 빠졌을 수도 있을 텐데 그리고 제가 다 챙겨 보지는 않아서. 그다음에 비대위 의혹이나 그러니까 구설수에 올랐던 사람, 이런 사람도 한 10여 명 정도. 그런데 그 뒷부분은 상당히 일리가 있었어요. ▷ 최경영 : 당연히 그거야. ▶ 이언주 : 네. 그러니까 누가 보더라도 저런, 이제 사람들이 다들 모이면 이런 사람은 하면 안 된다, 이런 거 있었잖아요. ▷ 최경영 : 그렇죠, 그거는 뭐. ▶ 이언주 : 그런데 이제 앞부분은 이준석계나 유승민계에 대해서 그렇게 분류를 해 놔서 이게 좀 문제가 아니냐. 그런데 아마 거기에 저도 있다고 생각을 하신 것 같아요, 이분은. 저도 약간 뭐랄까요? 색이 좀. ▷ 최경영 : 생각? 가치관? ▶ 이언주 : 생각이나 이런 게 좀 비슷해 보이기도 하고, 그렇죠? 굳이 분류하자면 그렇게 큰 틀에서 뭐 개혁보수 이런 분들하고 비슷하게 보일 수 있죠, 중도보수 이런 분들하고. ▷ 최경영 : 그러면 개혁보수라고 만약에 이름을 붙인다면 지난번에. ▶ 이언주 : 그런 이름은 저는 사실은 뭐 꼭 맞는 것 같지는 않지만 하여튼. ▷ 최경영 : 좋아하지는 않으세요? 지난번에 <이슈 오도독>에서 장성철 공론센터 소장이 나와서 유승민, 이준석, 이언주를 같이 묶었어요. 같이 묶으면서 국회의원 배지 목표가 있는데, 이들 다는. 지역구 출마해서 당선될 가능성보다는. ▶ 이언주 : 디스를 하셨네. ▷ 최경영 : 현실적으로 정당을 만들어라. 정당을 만들어서 국민에게 호소해라. 그러면 상당한 의석수를 차지할 수 있을 것 같다. 신당 창당을 세 사람이 주도적으로 해 봐라. 뭐 이런 이야기인 것 같던데요. ▶ 이언주 : 저도 그 기사는 봤어요. 일단 그런데 뭐 국회의원 배지 목표가 꼭 있는 건 아니고요. 그러니까 뭐 할 수 있으면 하겠다, 이런 건데 이거를 목표로 너무 무리해서 하는 것은 바람직하지 않다. 다만 저는 그런 생각은 있죠. 좀 좋은 당을 만들고 싶다. ▷ 최경영 : 좋은 당을 만들고 싶다? ▶ 이언주 : 네. 너무 제가 기성 정당에 실망을 계속 해 오고 또 그것을 개혁하기 위해서 내부 투쟁도 사실 민주당에서도 하고 여기에 와서도 하고 하는데 이게 잘 안 되는구나. 기득권이 너무 강고하고 세대 교체도 어렵고. 그러니까 한쪽은 산업화 정당이잖아요. 그래서 산업화 시대의 그 패러다임을 못 벗어나요. 그러니까 이거를 아무리 좋게 보려고 해도 더 이상 안 되는 것 아니냐. 민주당도 민주화 시대의 패러다임을 못 벗어나요. 그러니까 젊은 사람들도 그 패러다임 안에서 움직여야 기회가 생기는 거예요. ▷ 최경영 : 그러네. ▶ 이언주 : 새로운 이야기를 하거나. ▷ 최경영 : 과거를 보고 지금 운전을 하는 거네요, 뒤를 보고. ▶ 이언주 : 네. 새로운 이야기를 하거나 새로운 패러다임의 행동들을 하면 이방인이 되죠, 아웃사이더들이 되고. 그런데 저는 그거를 아웃사이더라고 보지 않고 이준석 대표 같은 경우는 마찬가지이지만 물론 뭐 그분이 다 잘했다, 이런 이야기는 아닌데요. 간혹 저는 그런 젊은 사람들의 어떤 튀는 행동을 보면서 이것은 패러다임이 다른 행동이구나 하는 생각이 들 때가 있거든요. 그런데 그거를 인정하지 않죠. 존중하지 않죠. 심각하다고 생각하고요. 왜냐하면 벌써 우리나라가 민주화로부터 지금 35년인가요? 굉장히 많이 지났죠. ▷ 최경영 : 대통령 직선제 이후에, 87년부터 생각을 한다면. ▶ 이언주 : 그렇죠. 35년 지났잖아요. 그런데 아직도, 그러면 지금 이 시대의 패러다임 이거에 맞춰서 이야기하는 세력들이 있나? 이런 생각이 드는 거죠. ▷ 최경영 : 유승민, 이준석은 그것에 대해서 이야기하는 세력입니까? ▶ 이언주 : 저는 유승민 대표는 약간은 다르다고 생각해요. ▷ 최경영 : 약간은 다르다? ▶ 이언주 : 네. 세대 면에서, 이제 패러다임 면에서는 그나마 과거 보수, 그러니까 산업화 보수보다는 그러니까 어떤 느낌이냐 하면 그분은 솔직히 말씀드리면 약간 민주화 보수 같은 느낌? 민주화 시대의 보수 같은 느낌? 뭐 그래도 지금 국민의힘보다는 나았다고 볼 수 있죠. 그런데 지금 이 시대의 어떤 뭐 그거는 저는 보수, 진보 이런 용어도 그렇게 적절치 않은 것 같고. ▷ 최경영 : 적절치 않다? ▶ 이언주 : 네. 그런데 유승민 대표는 보수에 굉장히 집착하시잖아요. 이런 면들. 내용을 보면 이렇게 뭐 어떤 지지하거나 추진, 그러니까 지향하는 바는 비슷한데 용어 선택이나 이런 것들을 조금 보면 이분 그래도 세대 차이 좀 느껴지죠. ▷ 최경영 : 지금 현재의 국민의힘의 그 페이스, 지나가는 행적들로 보면, 당대표 김기현 대표까지 포함해서 쭉 그 상황을 보면 국민의힘과 함께하실 수 있는 겁니까? 아니면 신당 창당이나 뭔가를 해야 하는 지금 분위기라고 보십니까? ▶ 이언주 : 지금 국민의힘으로 보면 저 같은 경우에는 이런 상태에서 저는 출마는 못 할 것 같아요, 국민의힘으로. 바뀌지 않으면. 그러니까 공천 신청을 하는 것 자체가. ▷ 최경영 : 신청 자체도? ▶ 이언주 : 자신이 없죠. 그러니까 무슨 이야기냐 하면 공천을 신청을 하고 그 당을, 말하자면 그 당을 대변해서 내가 국회에 들어가서 이런 활동을 할 텐데 뽑아 주세요. 이렇게 해야 하는 거잖아요. 선거 운동이라는 게 그런 거 아니에요? 그런데 저는 동의하지 않거든요. 아니, 동의 안 하는 내용으로 이야기를 많이 하잖아요, 지금도. ▷ 최경영 : 어떤 것들에 동의하지 않으세요? ▶ 이언주 : 일단 너무 권위적이고 문화도 그렇고 그다음에 국가의 역할, 국가의 책임에 대한 개념도 저하고 좀 생각이 다른 것 같고요. 후쿠시마 오염수 문제라든가, 그렇죠? 저는 그런 부분에 대해서 또 외교도 너무 지나치게 일방적으로 이렇게 일본이나 이런 쪽으로. 저는 약간 주체적 자율성 약간 이런 쪽을 지향, 그러니까 물론 한미동맹을 중시하되 주체성은 되게 중시하고 자주국방을 중시하는 쪽으로 생각, 사실 저는 그게 보수의 생각이라고 생각하고요. 그런데 그런 정도는 작은 차이는 사실 다 똑같을 수는 없잖아요. 그런데 너무 차이가 많이 나요, 제 생각하고. 경제는 뭐 저는 그래도 비슷한 생각이 많이 있어요. 그러니까 저는 경제는 저는 우리나라가 자본주의가 많이 성숙했다, 이미. 그래서 지금 너무 진보적인 경제 정책들은 대한민국에서는 통용되지 않는다, 대중들한테. ▷ 최경영 : 그냥 놔둬야 된다, 지금 현재는. ▶ 이언주 : 그러니까 아니, 뭐 놔둔다기보다는 이런 거 있잖아요. 국민들이 상당히 개인의 욕망에 되게 밝으시거든요. 주식, 부동산. 뭐 나도 부자가 되고 싶어. 그리고 우리 아이들도 좋은 학교 보내고 싶어. 이런 굉장히 자연스러운 욕망 이것을 너무 죄악시하거나 터부시할 필요가 없는 거죠. 누를 필요가. ▷ 최경영 : 억누를 필요가 없다. ▶ 이언주 : 저는 오히려. ▷ 최경영 : 그런 점에서는 민주당과 다르다? ▶ 이언주 : 그렇죠. 그거 때문에 민주당에 있을 때도 좀 많이 논쟁을 했거든요. 그러니까 뭐냐 하면 지금 시대의 어떤 가치 그런 거는 환경이라든가 이런 것들은 진보적인 아젠다 좋은데 인간의 기본적인 욕망에 대해서는 저는 그것이 건강하다면 오히려 국가가 도와줘야죠. ▷ 최경영 : 그게 원래 애덤 스미스의 말이죠. ▶ 이언주 : 그렇죠. 국가가 도와줘야죠. 그러니까 물론 그게 다 그렇게 뜻대로 될 수는 없지만 국민들의 기본적 욕망. 그래서 내 집 마련하고 싶은데 국민들 내 집 마련 잘할 수 있게 도와주고 또 공공주택 정책을 충분히 해 주고 그게 공공의 역할이다, 자본주의 사회에서. 저는 그렇게 생각하거든요. 주",거짓,1,2026-06-04
